Pcode,Locality,State,Comments,Category,Longitude,Latitude
2446,"MORTONS CREEK",NSW,,"Delivery Area",152.6788,-31.3955
2446,"MOUNT SEAVIEW",NSW,,"Delivery Area",152.1872,-31.3630
2446,PAPPINBARRA,NSW,,"Delivery Area",152.4799,-31.3598
2446,PEMBROOKE,NSW,,"Delivery Area",152.7423,-31.3770
2446,PIPECLAY,NSW,,"Delivery Area",152.5838,-31.4403
2446,"RAWDON ISLAND",NSW,,"Delivery Area",152.7837,-31.4172
2446,REDBANK,NSW,,"Delivery Area",152.7336,-31.4261
2446,ROSEWOOD,NSW,WAUCHOPE,"Delivery Area",152.6875,-31.4576
2446,SANCROX,NSW,,"Delivery Area",152.7946,-31.4394
2446,"TOMS CREEK",NSW,,"Delivery Area",152.3822,-31.5464
2446,"UPPER PAPPINBARRA",NSW,,"Delivery Area",152.4462,-31.2767
2446,WAUCHOPE,NSW,,"Delivery Area",152.7325,-31.4792
2446,WERRIKIMBE,NSW,,"Delivery Area",152.2221,-31.2537
2446,YARRAS,NSW,WAUCHOPE,"Delivery Area",152.3598,-31.4357
2446,"YIPPIN CREEK",NSW,,"Delivery Area",152.7132,-31.4554
2447,"BAKERS CREEK",NSW,MACKSVILLE,"Delivery Area",152.7111,-30.8275
2447,BURRAPINE,NSW,,"Delivery Area",152.6427,-30.7181
2447,CONGARINNI,NSW,,"Delivery Area",152.8713,-30.7532
2447,"CONGARINNI NORTH",NSW,,"Delivery Area",152.8912,-30.6855
2447,DONNELLYVILLE,NSW,,"Delivery Area",152.9154,-30.7555
2447,GUMMA,NSW,,"Delivery Area",152.9705,-30.7185
2447,MACKSVILLE,NSW,,"Delivery Area",152.9166,-30.7207
2447,"NEWEE CREEK",NSW,,"Delivery Area",152.9425,-30.6319
2447,"NORTH MACKSVILLE",NSW,,"Delivery Area",152.9427,-30.6885
2447,"SCOTTS HEAD",NSW,,"Delivery Area",152.9955,-30.6796
2447,TALARM,NSW,,"Delivery Area",152.8350,-30.7011
2447,"TAYLORS ARM",NSW,,"Delivery Area",152.7474,-30.7636
2447,"THUMB CREEK",NSW,,"Delivery Area",152.5750,-30.6632
2447,"UPPER TAYLORS ARM",NSW,,"Delivery Area",152.6732,-30.7767
2447,UTUNGUN,NSW,,"Delivery Area",152.8281,-30.7474
2447,"WARRELL CREEK",NSW,,"Delivery Area",152.9026,-30.7752
2447,"WAY WAY",NSW,,"Delivery Area",152.9461,-30.7869
2447,WIRRIMBI,NSW,,"Delivery Area",152.9235,-30.6746
2447,YARRANBELLA,NSW,,"Delivery Area",152.7701,-30.7237
2448,"HYLAND PARK",NSW,,"Delivery Area",152.9986,-30.6119
2448,"NAMBUCCA HEADS",NSW,,"Delivery Area",152.9846,-30.6435
2448,VALLA,NSW,,"Delivery Area",152.9479,-30.5833
2448,"VALLA BEACH",NSW,,"Delivery Area",153.0067,-30.5935
2449,"ARGENTS HILL",NSW,,"Delivery Area",152.7295,-30.6088
2449,BOWRAVILLE,NSW,,"Delivery Area",152.8623,-30.6357
2449,"BUCKRA BENDINNI",NSW,,"Delivery Area",152.6859,-30.6458
2449,GIRRALONG,NSW,,"Delivery Area",152.6398,-30.5629
2449,"KENNAICLE CREEK",NSW,,"Delivery Area",152.8149,-30.5244
2449,KILLIEKRANKIE,NSW,,"Delivery Area",152.5936,-30.5696
2449,MISSABOTTI,NSW,,"Delivery Area",152.7730,-30.5715
2449,"SOUTH ARM",NSW,BOWRAVILLE,"Delivery Area",152.7004,-30.6965
2449,TEWINGA,NSW,,"Delivery Area",152.9024,-30.6448
2450,BOAMBEE,NSW,,"Delivery Area",153.0591,-30.3328
2450,BONVILLE,NSW,,"Delivery Area",153.0203,-30.3779
2450,BROOKLANA,NSW,,"Delivery Area",152.8747,-30.2974
2450,BUCCA,NSW,,"Delivery Area",153.0903,-30.1317
2450,"COFFS HARBOUR",NSW,,"Delivery Area",153.1073,-30.3085
2450,"COFFS HARBOUR DC",NSW,"PO BOXES","Delivery Area",,
2450,"COFFS HARBOUR JETTY",NSW,"PO BOXES","Delivery Area",,
2450,"COFFS HARBOUR PLAZA",NSW,"PO BOXES","Delivery Area",,
2450,CORAMBA,NSW,,"Delivery Area",153.0220,-30.1981
2450,GLENREAGH,NSW,,"Delivery Area",152.9585,-30.0805
2450,KARANGI,NSW,,"Delivery Area",153.0526,-30.2413
2450,KORORA,NSW,,"Delivery Area",153.1156,-30.2502
2450,LOWANNA,NSW,,"Delivery Area",152.8884,-30.1761
2450,"MOONEE BEACH",NSW,,"Delivery Area",153.1520,-30.1955
2450,"NANA GLEN",NSW,,"Delivery Area",153.0117,-30.1378
2450,"NORTH BOAMBEE VALLEY",NSW,,"Delivery Area",153.0696,-30.3114
2450,"SAPPHIRE BEACH",NSW,,"Delivery Area",153.1330,-30.2301
2450,SHERWOOD,NSW,"COFFS HARBOUR","Delivery Area",153.0451,-30.0349
2450,ULONG,NSW,,"Delivery Area",152.8975,-30.2393
2450,"UPPER ORARA",NSW,,"Delivery Area",152.9929,-30.2825
2452,"BOAMBEE EAST",NSW,,"Delivery Area",153.0759,-30.3456
2452,SAWTELL,NSW,,"Delivery Area",153.0972,-30.3665
2452,TOORMINA,NSW,,"Delivery Area",153.0881,-30.3542
2453,"BIELSDOWN HILLS",NSW,,"Delivery Area",152.6671,-30.3718
2453,"BILLYS CREEK",NSW,,"Delivery Area",152.5912,-30.1662
2453,BOSTOBRICK,NSW,,"Delivery Area",152.6021,-30.2768
2453,CASCADE,NSW,,"Delivery Area",152.7865,-30.2311
2453,"CLOUDS CREEK",NSW,,"Delivery Area",152.6520,-30.1020
2453,"DEER VALE",NSW,,"Delivery Area",152.5400,-30.3493
2453,DORRIGO,NSW,,"Delivery Area",152.6965,-30.3276
2453,"DORRIGO MOUNTAIN",NSW,,"Delivery Area",152.7357,-30.3706
2453,DUNDURRABIN,NSW,,"Delivery Area",152.5200,-30.0863
2453,EBOR,NSW,,"Delivery Area",152.3157,-30.4036
2453,FERNBROOK,NSW,,"Delivery Area",152.6122,-30.3429
2453,HERNANI,NSW,,"Delivery Area",152.4355,-30.3078
2453,MARENGO,NSW,,"Delivery Area",152.4128,-30.1444
2453,MEGAN,NSW,,"Delivery Area",152.7756,-30.2993
2453,MOONPAR,NSW,,"Delivery Area",152.6392,-30.2220
2453,"NEVER NEVER",NSW,,"Delivery Area",152.8196,-30.3572
2453,"NORTH DORRIGO",NSW,,"Delivery Area",152.6807,-30.2678
2453,"TALLOWWOOD RIDGE",NSW,,"Delivery Area",152.7244,-30.2611
2453,TYRINGHAM,NSW,,"Delivery Area",152.5025,-30.2479
2453,"WILD CATTLE CREEK",NSW,,"Delivery Area",152.7459,-30.1318
2454,BELLINGEN,NSW,,"Delivery Area",152.9078,-30.4540
2454,BRIERFIELD,NSW,,"Delivery Area",152.9178,-30.5155
2454,BRINERVILLE,NSW,,"Delivery Area",152.5010,-30.4723
2454,BUNDAGEN,NSW,,"Delivery Area",153.0615,-30.4217
2454,DARKWOOD,NSW,,"Delivery Area",152.6411,-30.4289
2454,FERNMOUNT,NSW,,"Delivery Area",152.9438,-30.4766
2454,GLENIFFER,NSW,,"Delivery Area",152.8832,-30.3861
2454,"HYDES CREEK",NSW,,"Delivery Area",152.9264,-30.4149
2454,KALANG,NSW,,"Delivery Area",152.7354,-30.4950
2454,MYLESTOM,NSW,,"Delivery Area",153.0404,-30.4602
2454,RALEIGH,NSW,,"Delivery Area",152.9904,-30.4591
2454,REPTON,NSW,,"Delivery Area",153.0312,-30.4393
2454,"SPICKETTS CREEK",NSW,,"Delivery Area",152.8647,-30.5285
2454,THORA,NSW,,"Delivery Area",152.7806,-30.4368
2454,VALERY,NSW,,"Delivery Area",152.9706,-30.4143
2455,URUNGA,NSW,,"Delivery Area",152.9966,-30.5184
2456,ARRAWARRA,NSW,,"Delivery Area",153.1912,-30.0511
2456,"ARRAWARRA HEADLAND",NSW,,"Delivery Area",153.1946,-30.0671
2456,"CORINDI BEACH",NSW,,"Delivery Area",153.1812,-30.0207
2456,"DIRTY CREEK",NSW,,"Delivery Area",153.1490,-29.9951
2456,"EMERALD BEACH",NSW,,"Delivery Area",153.1634,-30.1625
2456,MULLAWAY,NSW,,"Delivery Area",153.1951,-30.0845
2456,"RED ROCK",NSW,,"Delivery Area",153.2126,-30.0008
2456,"SAFETY BEACH",NSW,,"Delivery Area",153.1946,-30.0918
2456,"SANDY BEACH",NSW,,"Delivery Area",153.1810,-30.1450
2456,"UPPER CORINDI",NSW,,"Delivery Area",153.1196,-30.0507
2456,WOOLGOOLGA,NSW,,"Delivery Area",153.1642,-30.0848
2460,"ALUMY CREEK",NSW,,"Delivery Area",152.9590,-29.6426
2460,BANYABBA,NSW,,"Delivery Area",152.9407,-29.3933
2460,BARCOONGERE,NSW,,"Delivery Area",153.2017,-29.9002
2460,"BARRETTS CREEK",NSW,,"Delivery Area",152.7594,-29.3582
2460,BARYULGIL,NSW,,"Delivery Area",152.6138,-29.2222
2460,"BLAXLANDS CREEK",NSW,,"Delivery Area",152.7996,-29.8930
2460,"BOM BOM",NSW,,"Delivery Area",152.9645,-29.7756
2460,BOOKRAM,NSW,,"Delivery Area",153.2429,-29.6908
2460,BRAUNSTONE,NSW,,"Delivery Area",152.9699,-29.8139
2460,BRUSHGROVE,NSW,,"Delivery Area",153.0895,-29.5600
2460,BUCCARUMBI,NSW,,"Delivery Area",152.6084,-29.8160
2460,CALAMIA,NSW,,"Delivery Area",153.1201,-29.8463
2460,CANGAI,NSW,,"Delivery Area",152.4538,-29.4980
2460,CARNHAM,NSW,,"Delivery Area",152.5763,-29.3483
2460,"CARRS CREEK",NSW,,"Delivery Area",152.9226,-29.6557
2460,"CARRS ISLAND",NSW,,"Delivery Area",152.9116,-29.6696
2460,"CARRS PENINSULA",NSW,,"Delivery Area",152.9058,-29.6534
2460,CHAELUNDI,NSW,,"Delivery Area",152.4403,-29.9834
2460,CHAMBIGNE,NSW,,"Delivery Area",152.7381,-29.7701
2460,CLARENZA,NSW,,"Delivery Area",153.0010,-29.6996
2460,CLIFDEN,NSW,,"Delivery Area",152.9474,-29.5127
2460,COALDALE,NSW,,"Delivery Area",152.8053,-29.3995
2460,"COLLUM COLLUM",NSW,,"Delivery Area",152.4804,-29.2620
2460,COOMBADJHA,NSW,,"Delivery Area",152.4784,-29.3682
2460,COPMANHURST,NSW,,"Delivery Area",152.7970,-29.5762
2460,"COUTTS CROSSING",NSW,,"Delivery Area",152.8982,-29.8568
2460,COWPER,NSW,,"Delivery Area",153.0761,-29.5795
2460,"CROWTHER ISLAND",NSW,,"Delivery Area",152.9202,-29.6264
2460,DALMORTON,NSW,,"Delivery Area",152.4738,-29.7832
2460,"DEEP CREEK",NSW,BARYULGIL,"Delivery Area",152.6573,-29.1566
2460,DILKOON,NSW,,"Delivery Area",152.9762,-29.4957
2460,DUMBUDGERY,NSW,,"Delivery Area",152.5279,-29.2991
2460,EATONSVILLE,NSW,,"Delivery Area",152.8195,-29.6395
2460,"EIGHTEEN MILE",NSW,,"Delivery Area",152.5929,-29.2805
2460,ELLAND,NSW,,"Delivery Area",152.8999,-29.7802
2460,"FINE FLOWER",NSW,,"Delivery Area",152.6765,-29.3817
2460,"FORTIS CREEK",NSW,,"Delivery Area",152.8693,-29.4766
2460,GLENUGIE,NSW,,"Delivery Area",153.0382,-29.8015
2460,GRAFTON,NSW,,"Delivery Area",152.9377,-29.6809
2460,"GREAT MARLOW",NSW,,"Delivery Area",152.9812,-29.6498
2460,GURRANANG,NSW,,"Delivery Area",152.9853,-29.4528
2460,"HALFWAY CREEK",NSW,,"Delivery Area",153.1007,-29.9401
2460,"HEIFER STATION",NSW,,"Delivery Area",152.5906,-29.4560
2460,JACKADGERY,NSW,,"Delivery Area",152.5705,-29.6139
2460,"JUNCTION HILL",NSW,,"Delivery Area",152.9294,-29.6381
2460,"KANGAROO CREEK",NSW,,"Delivery Area",152.8528,-29.9675
2460,KOOLKHAN,NSW,,"Delivery Area",152.9320,-29.6191
2460,KREMNOS,NSW,,"Delivery Area",152.9490,-29.9769
2460,KUNGALA,NSW,,"Delivery Area",153.0286,-29.9527
2460,KYARRAN,NSW,,"Delivery Area",152.9796,-29.5882
2460,LANITZA,NSW,,"Delivery Area",152.9682,-29.8952
2460,LAWRENCE,NSW,,"Delivery Area",153.0948,-29.4424
2460,LEVENSTRATH,NSW,,"Delivery Area",152.9309,-29.8287
2460,LILYDALE,NSW,,"Delivery Area",152.6405,-29.5442
2460,LIONSVILLE,NSW,,"Delivery Area",152.5036,-29.1836
2460,"LOWER SOUTHGATE",NSW,,"Delivery Area",153.0591,-29.5378
2460,MALABUGILMAH,NSW,,"Delivery Area",152.6280,-29.1792
2460,"MOLEVILLE CREEK",NSW,,"Delivery Area",152.9008,-29.5730
2460,"MOUNTAIN VIEW",NSW,,"Delivery Area",152.9341,-29.5880
2460,MYLNEFORD,NSW,,"Delivery Area",152.8367,-29.6172
2460,NEWBOLD,NSW,,"Delivery Area",152.6959,-29.5190
2460,NYMBOIDA,NSW,,"Delivery Area",152.6637,-29.9548
2460,PULGANBAR,NSW,,"Delivery Area",152.6835,-29.4582
2460,PUNCHBOWL,NSW,GRAFTON,"Delivery Area",152.7764,-29.4610
2460,RAMORNIE,NSW,,"Delivery Area",152.7432,-29.6570
2460,RUSHFORTH,NSW,,"Delivery Area",152.8598,-29.7487
2460,"SANDY CROSSING",NSW,,"Delivery Area",153.0939,-29.7679
2460,SEELANDS,NSW,,"Delivery Area",152.8923,-29.6399
2460,SHANNONDALE,NSW,,"Delivery Area",152.8361,-29.7974
2460,"SMITHS CREEK",NSW,GRAFTON,"Delivery Area",152.7265,-29.5046
2460,"SOUTH ARM",NSW,GRAFTON,"Delivery Area",153.1691,-29.5240
2460,"SOUTH GRAFTON",NSW,,"Delivery Area",152.9347,-29.7220
2460,SOUTHAMPTON,NSW,,"Delivery Area",152.9082,-29.7145
2460,SOUTHGATE,NSW,,"Delivery Area",153.0053,-29.5995
2460,"STOCKYARD CREEK",NSW,,"Delivery Area",152.8002,-29.5150
2460,"THE PINNACLES",NSW,,"Delivery Area",152.9202,-29.5453
2460,"THE WHITEMAN",NSW,,"Delivery Area",152.8760,-29.6002
2460,TOWALLUM,NSW,,"Delivery Area",152.8311,-30.0771
2460,TRENAYR,NSW,,"Delivery Area",152.9593,-29.6140
2460,TYNDALE,NSW,,"Delivery Area",153.1594,-29.5659
2460,"UPPER COPMANHURST",NSW,,"Delivery Area",152.7524,-29.5669
2460,"UPPER FINE FLOWER",NSW,,"Delivery Area",152.7400,-29.2765
2460,"WARRAGAI CREEK",NSW,,"Delivery Area",152.9686,-29.5668
2460,WASHPOOL,NSW,,"Delivery Area",152.3803,-29.2916
2460,WATERVIEW,NSW,,"Delivery Area",152.9048,-29.6864
2460,"WATERVIEW HEIGHTS",NSW,,"Delivery Area",152.8461,-29.6899
2460,"WELLS CROSSING",NSW,,"Delivery Area",153.0328,-29.8960
2460,"WHITEMAN CREEK",NSW,,"Delivery Area",152.8562,-29.5612
2460,WINEGROVE,NSW,,"Delivery Area",152.6850,-29.5484
2460,"WOMBAT CREEK",NSW,,"Delivery Area",152.7563,-29.5094
2462,CALLIOPE,NSW,,"Delivery Area",153.0744,-29.6158
2462,COLDSTREAM,NSW,,"Delivery Area",153.1102,-29.6006
2462,"DIGGERS CAMP",NSW,,"Delivery Area",153.2737,-29.8129
2462,"GILLETTS RIDGE",NSW,,"Delivery Area",153.1094,-29.6350
2462,"LAKE HIAWATHA",NSW,,"Delivery Area",153.2617,-29.8001
2462,LAVADIA,NSW,,"Delivery Area",153.0679,-29.7122
2462,"MINNIE WATER",NSW,,"Delivery Area",153.2705,-29.7485
2462,"PILLAR VALLEY",NSW,,"Delivery Area",153.1562,-29.7360
2462,"SWAN CREEK",NSW,,"Delivery Area",152.9951,-29.6667
2462,TUCABIA,NSW,,"Delivery Area",153.1266,-29.6568
2462,ULMARRA,NSW,,"Delivery Area",153.0489,-29.6387
2462,WOOLI,NSW,,"Delivery Area",153.2398,-29.8145
2463,ASHBY,NSW,,"Delivery Area",153.1846,-29.4427
2463,"ASHBY HEIGHTS",NSW,,"Delivery Area",153.1793,-29.4005
2463,"ASHBY ISLAND",NSW,,"Delivery Area",153.2040,-29.4258
2463,"BROOMS HEAD",NSW,,"Delivery Area",153.2919,-29.6159
2463,GULMARRAD,NSW,,"Delivery Area",153.2248,-29.5004
2463,ILARWILL,NSW,,"Delivery Area",153.1751,-29.4857
2463,"JACKY BULBIN FLAT",NSW,,"Delivery Area",153.2023,-29.2811
2463,"JAMES CREEK",NSW,,"Delivery Area",153.2393,-29.4529
2463,MACLEAN,NSW,,"Delivery Area",153.2084,-29.4510
2463,"PALMERS CHANNEL",NSW,,"Delivery Area",153.2794,-29.4752
2463,"PALMERS ISLAND",NSW,,"Delivery Area",153.2962,-29.4068
2463,SANDON,NSW,,"Delivery Area",153.3155,-29.6867
2463,"SHARK CREEK",NSW,,"Delivery Area",153.2207,-29.5748
2463,TALOUMBI,NSW,,"Delivery Area",153.2767,-29.5523
2463,"THE SANDON",NSW,,"Delivery Area",153.2914,-29.6665
2463,TOWNSEND,NSW,,"Delivery Area",153.2203,-29.4626
2463,TULLYMORGAN,NSW,,"Delivery Area",153.1070,-29.3892
2463,"WOODFORD ISLAND",NSW,,"Delivery Area",153.1348,-29.5140
2464,ANGOURIE,NSW,,"Delivery Area",153.3554,-29.4600
2464,"FREEBURN ISLAND",NSW,,"Delivery Area",153.3321,-29.4033
2464,"MICALO ISLAND",NSW,,"Delivery Area",153.3118,-29.4499
2464,WOOLOWEYAH,NSW,,"Delivery Area",153.3083,-29.4863
2464,YAMBA,NSW,,"Delivery Area",153.3406,-29.4337
2464,YURAYGIR,NSW,,"Delivery Area",153.3300,-29.5309
2465,HARWOOD,NSW,,"Delivery Area",153.2465,-29.4128
2466,ILUKA,NSW,,"Delivery Area",153.3571,-29.3979
2466,"THE FRESHWATER",NSW,,"Delivery Area",153.3353,-29.3417
2466,"WOODY HEAD",NSW,,"Delivery Area",153.3680,-29.3685
2469,ALICE,NSW,,"Delivery Area",152.5880,-29.0546
2469,"BEAN CREEK",NSW,,"Delivery Area",152.5810,-28.5862
2469,"BINGEEBEEBRA CREEK",NSW,,"Delivery Area",152.7763,-28.8076
2469,BONALBO,NSW,,"Delivery Area",152.6185,-28.7176
2469,"BOTTLE CREEK",NSW,,"Delivery Area",152.6495,-28.7889
2469,BULLDOG,NSW,,"Delivery Area",152.4913,-29.0324
2469,BUNGAWALBIN,NSW,,"Delivery Area",153.1763,-29.0975
2469,"BUSBYS FLAT",NSW,,"Delivery Area",152.7756,-29.0743
2469,"CAMBRIDGE PLATEAU",NSW,,"Delivery Area",152.7323,-28.8066
2469,CAMIRA,NSW,,"Delivery Area",152.9316,-29.2196
2469,"CAPEEN CREEK",NSW,,"Delivery Area",152.6484,-28.5492
2469,CHATSWORTH,NSW,,"Delivery Area",153.2476,-29.3893
2469,CLEARFIELD,NSW,,"Delivery Area",152.9100,-29.1533
2469,COONGBAR,NSW,,"Delivery Area",152.6952,-29.1081
2469,"CULMARAN CREEK",NSW,,"Delivery Area",152.6795,-28.8684
2469,"DEEP CREEK",NSW,TABULAM,"Delivery Area",152.6859,-28.9672
2469,DRAKE,NSW,,"Delivery Area",152.4125,-28.9063
2469,"DRAKE VILLAGE",NSW,,"Delivery Area",152.3791,-28.9289
2469,"DUCK CREEK",NSW,,"Delivery Area",152.6695,-28.6170
2469,EWINGAR,NSW,,"Delivery Area",152.5139,-29.0910
2469,GIBBERAGEE,NSW,,"Delivery Area",153.1012,-29.2866
2469,"GOODWOOD ISLAND",NSW,,"Delivery Area",153.3207,-29.3812
2469,"GORGE CREEK",NSW,,"Delivery Area",152.7319,-28.7253
2469,HAYSTACK,NSW,,"Delivery Area",152.5442,-28.6559
2469,"HOGARTH RANGE",NSW,,"Delivery Area",152.8080,-28.9139
2469,"JACKSONS FLAT",NSW,,"Delivery Area",152.5590,-28.8339
2469,"JOES BOX",NSW,,"Delivery Area",152.5939,-28.6795
2469,KEYBARBIN,NSW,,"Delivery Area",152.6177,-29.1143
2469,KIPPENDUFF,NSW,,"Delivery Area",152.7757,-29.1642
2469,"LOUISA CREEK",NSW,,"Delivery Area",152.6302,-29.0177
2469,"LOWER BOTTLE CREEK",NSW,,"Delivery Area",152.6059,-28.8190
2469,"LOWER DUCK CREEK",NSW,,"Delivery Area",152.5275,-28.7335
2469,"LOWER PEACOCK",NSW,,"Delivery Area",152.5885,-28.7789
2469,MALLANGANEE,NSW,,"Delivery Area",152.7188,-28.9057
2469,"MOOKIMA WYBRA",NSW,,"Delivery Area",152.5295,-29.0068
2469,MORORO,NSW,,"Delivery Area",153.1944,-29.3433
2469,"MOUNT MARSH",NSW,,"Delivery Area",152.8853,-29.2704
2469,MUMMULGUM,NSW,,"Delivery Area",152.7786,-28.8729
2469,"MYRTLE CREEK",NSW,,"Delivery Area",153.0212,-29.1526
2469,"OLD BONALBO",NSW,,"Delivery Area",152.5925,-28.6461
2469,"PADDYS FLAT",NSW,BONALBO,"Delivery Area",152.4204,-28.6964
2469,"PAGANS FLAT",NSW,,"Delivery Area",152.5705,-28.9480
2469,"PEACOCK CREEK",NSW,,"Delivery Area",152.7057,-28.6693
2469,PIKAPENE,NSW,,"Delivery Area",152.6574,-29.0479
2469,RAPPVILLE,NSW,,"Delivery Area",152.9455,-29.0669
2469,SANDILANDS,NSW,,"Delivery Area",152.6597,-28.8993
2469,"SIMPKINS CREEK",NSW,,"Delivery Area",152.7724,-28.8384
2469,"SIX MILE SWAMP",NSW,,"Delivery Area",152.8631,-29.1878
2469,TABULAM,NSW,,"Delivery Area",152.5013,-28.8784
2469,"THERESA CREEK",NSW,,"Delivery Area",152.7909,-28.7779
2469,TUNGLEBUNG,NSW,,"Delivery Area",152.6930,-28.8118
2469,"UPPER DUCK CREEK",NSW,,"Delivery Area",152.6958,-28.5245
2469,"WARREGAH ISLAND",NSW,,"Delivery Area",153.2313,-29.3770
2469,WHIPORIE,NSW,,"Delivery Area",153.0008,-29.2726
2469,WOOMBAH,NSW,,"Delivery Area",153.2818,-29.3069
2469,WYAN,NSW,,"Delivery Area",152.8670,-29.0866
2469,YABBRA,NSW,,"Delivery Area",152.5061,-28.6038
2470,"BABYL CREEK",NSW,,"Delivery Area",152.7863,-28.7238
2470,BACKMEDE,NSW,,"Delivery Area",153.0239,-28.7612
2470,CASINO,NSW,,"Delivery Area",153.0327,-28.8533
2470,COOMBELL,NSW,,"Delivery Area",152.9495,-29.0224
2470,"DOBIES BIGHT",NSW,,"Delivery Area",152.9545,-28.8057
2470,"DOUBTFUL CREEK",NSW,,"Delivery Area",152.8738,-28.7150
2470,DYRAABA,NSW,,"Delivery Area",152.8386,-28.7838
2470,ELLANGOWAN,NSW,,"Delivery Area",153.0755,-29.0328
2470,"FAIRY HILL",NSW,,"Delivery Area",152.9854,-28.7595
2470,IRVINGTON,NSW,,"Delivery Area",153.1016,-28.8655
2470,LEEVILLE,NSW,,"Delivery Area",152.9962,-28.9560
2470,"LOWER DYRAABA",NSW,,"Delivery Area",152.8891,-28.8070
2470,MONGOGARIE,NSW,,"Delivery Area",152.8999,-28.9540
2470,"NAUGHTONS GAP",NSW,,"Delivery Area",153.1031,-28.7990
2470,"NORTH CASINO",NSW,,"Delivery Area",153.0638,-28.8014
2470,PIORA,NSW,,"Delivery Area",152.8881,-28.8619
2470,SEXTONVILLE,NSW,,"Delivery Area",152.7961,-28.6774
2470,"SHANNON BROOK",NSW,,"Delivery Area",152.9660,-28.9063
2470,"SPRING GROVE",NSW,,"Delivery Area",153.1319,-28.8241
2470,STRATHEDEN,NSW,,"Delivery Area",152.9451,-28.7527
2470,TOMKI,NSW,,"Delivery Area",153.1348,-28.8619
2470,"UPPER MONGOGARIE",NSW,,"Delivery Area",152.8099,-28.9652
2470,WOODVIEW,NSW,,"Delivery Area",152.9373,-28.8447
2470,"WOOLNERS ARM",NSW,,"Delivery Area",152.8374,-28.6833
2470,YORKLEA,NSW,,"Delivery Area",153.0792,-28.9372
2471,"BORA RIDGE",NSW,,"Delivery Area",153.1856,-29.0614
2471,CODRINGTON,NSW,,"Delivery Area",153.2506,-28.9541
2471,CORAKI,NSW,,"Delivery Area",153.2746,-28.9815
2471,"EAST CORAKI",NSW,,"Delivery Area",153.3109,-29.0122
2471,"GREEN FOREST",NSW,,"Delivery Area",153.3660,-28.9633
2471,GREENRIDGE,NSW,,"Delivery Area",153.1182,-28.9096
2471,"NORTH WOODBURN",NSW,,"Delivery Area",153.3460,-29.0595
2471,"SWAN BAY",NSW,CASINO,"Delivery Area",153.2945,-29.0800
2471,TATHAM,NSW,,"Delivery Area",153.1763,-28.9368
2471,"WEST BUNGAWALBIN",NSW,,"Delivery Area",153.1231,-29.1636
2471,"WEST CORAKI",NSW,,"Delivery Area",153.2103,-29.0049
2472,BROADWATER,NSW,WOODBURN,"Delivery Area",153.4359,-29.0431
2472,BUCKENDOON,NSW,,"Delivery Area",153.3452,-29.0374
2472,ESK,NSW,,"Delivery Area",153.3394,-29.2565
2472,KILGIN,NSW,,"Delivery Area",153.3786,-29.0122
2472,MOONEM,NSW,,"Delivery Area",,
2472,"NEW ITALY",NSW,,"Delivery Area",153.2963,-29.1494
2472,"RILEYS HILL",NSW,,"Delivery Area",153.3922,-29.0211
2472,TABBIMOBLE,NSW,,"Delivery Area",153.2453,-29.2066
2472,"THE GAP",NSW,WOODBURN,"Delivery Area",153.3838,-29.1700
2472,"TRUSTUMS HILL",NSW,,"Delivery Area",,
2472,WOODBURN,NSW,"EVANS HEAD","Delivery Area",153.3536,-29.0997
2473,BUNDJALUNG,NSW,,"Delivery Area",,
2473,DOONBAH,NSW,,"Delivery Area",153.3886,-29.0840
2473,"EVANS HEAD",NSW,,"Delivery Area",153.4252,-29.1106
2473,"IRON GATES",NSW,,"Delivery Area",,
2473,"SOUTH EVANS HEAD",NSW,,"Delivery Area",,
2474,AFTERLEE,NSW,,"Delivery Area",152.8254,-28.5695
2474,"BARKERS VALE",NSW,,"Delivery Area",153.1230,-28.5257
2474,"BORDER RANGES",NSW,,"Delivery Area",153.0612,-28.3926
2474,CAWONGLA,NSW,,"Delivery Area",153.0950,-28.6046
2474,"CEDAR POINT",NSW,,"Delivery Area",153.0018,-28.6978
2474,"COLLINS CREEK",NSW,,"Delivery Area",153.0372,-28.4767
2474,COUGAL,NSW,,"Delivery Area",152.9827,-28.3601
2474,"DAIRY FLAT",NSW,,"Delivery Area",152.7099,-28.3725
2474,"EDEN CREEK",NSW,,"Delivery Area",152.9150,-28.5868
2474,EDENVILLE,NSW,,"Delivery Area",152.9507,-28.6864
2474,ETTRICK,NSW,,"Delivery Area",152.9205,-28.6480
2474,"FAWCETTS PLAIN",NSW,,"Delivery Area",153.0148,-28.5747
2474,"FINDON CREEK",NSW,,"Delivery Area",152.8641,-28.3422
2474,GENEVA,NSW,,"Delivery Area",152.9783,-28.6126
2474,"GHINNI GHI",NSW,,"Delivery Area",152.7804,-28.6229
2474,"GRADYS CREEK",NSW,,"Delivery Area",152.9498,-28.4172
2474,"GREEN PIGEON",NSW,,"Delivery Area",153.0640,-28.4943
2474,GREVILLIA,NSW,,"Delivery Area",152.8147,-28.4444
2474,HOMELEIGH,NSW,,"Delivery Area",153.0638,-28.5713
2474,"HORSE STATION CREEK",NSW,,"Delivery Area",152.9490,-28.6088
2474,"HORSESHOE CREEK",NSW,,"Delivery Area",153.0360,-28.5378
2474,"IRON POT CREEK",NSW,,"Delivery Area",152.8618,-28.6379
2474,KILGRA,NSW,,"Delivery Area",152.9765,-28.5460
2474,KYOGLE,NSW,,"Delivery Area",153.0126,-28.6366
