AINTREE,VIC,3336,-37.719,144.6684
AIRDMILLAN,QLD,4807,-19.5283,147.4812
AIRDS,NSW,2560,-34.0867,150.8329
AIRE VALLEY,VIC,3237,-38.6931,143.5626
AIREYS INLET,VIC,3231,-38.4379,144.0976
AIRLIE BEACH,QLD,4802,-20.2723,148.7181
AIRLY,VIC,3851,-38.0356,147.0994
AIRPORT WEST,VIC,3042,-37.7227,144.8804
AIRVILLE,QLD,4807,-19.6286,147.3435
AITKENVALE,QLD,4814,-19.3,146.7692
AJANA,WA,6532,-27.8722,114.704
AKAROA,TAS,7216,-41.2882,148.3351
AKOLELE,NSW,2546,-36.3495,150.0789
ALABAMA HILL,QLD,4820,-20.0818,146.2491
ALANVALE,TAS,7248,-41.38926085,147.1223922
ALAWA,NT,0810,-12.3798,130.8738
ALAWOONA,SA,5311,-34.748,140.4654
ALBACUTYA,VIC,3424,-35.7399,141.9593
ALBANVALE,VIC,3021,-37.7459,144.769
ALBANY,WA,6330,-35.028,117.8841
ALBANY CREEK,QLD,4035,-27.3536,152.9684
ALBERT,NSW,2873,-32.3807,147.4739
ALBERT PARK,VIC,3206,-37.8453,144.9516
ALBERT PARK,SA,5014,-34.8762,138.5225
ALBERTA,QLD,4702,-24.2617,149.7519
ALBERTON,VIC,3971,-38.6162,146.6629
ALBERTON,QLD,4207,-27.7076,153.2663
ALBERTON,SA,5014,-34.8605,138.5163
ALBERTON,TAS,7263,-41.3074,147.7996
ALBERTON WEST,VIC,3971,-38.6007,146.5755
ALBINIA,QLD,4722,-24.4436,148.4034
ALBION,VIC,3020,-37.7756,144.8167
ALBION,QLD,4010,-27.4294,153.0427
ALBION,QLD,4822,-21.3246,142.6517
ALBION BC,QLD,4010,0,0
ALBION DC,QLD,4010,-27.42874332,153.0391262
ALBION PARK,NSW,2527,-34.5823,150.776
ALBION PARK RAIL,NSW,2527,-34.5616,150.7905
ALBURY,NSW,2640,-36.0734,146.9147
ALBURY DC,NSW,2640,0,0
ALCOMIE,TAS,7330,-40.945,145.2155
ALDAVILLA,NSW,2440,-31.0719,152.7602
ALDERLEY,QLD,4051,-27.4237,153.0007
ALDERSHOT,QLD,4650,-25.4623,152.6682
ALDERSYDE,WA,6306,-32.3173,117.2585
ALDGATE,SA,5154,-35.016,138.7336
ALDINGA,SA,5173,-35.27,138.4834
ALDINGA BEACH,SA,5173,-35.2937,138.4565
ALDOGA,QLD,4694,-23.8076,151.0428
ALECTOWN,NSW,2870,-32.913,148.2617
ALEXANDER HEIGHTS,WA,6064,-31.8284,115.8647
ALEXANDRA,VIC,3714,-37.1965,145.7359
ALEXANDRA,QLD,4740,-21.1618,149.0925
ALEXANDRA BRIDGE,WA,6288,-34.1585,115.1992
ALEXANDRA HEADLAND,QLD,4572,-26.6696,153.1017
ALEXANDRA HILLS,QLD,4161,-27.5321,153.2291
ALEXANDRIA,NSW,2015,-33.9082,151.192
ALFORD,SA,5555,-33.8285,137.846
ALFORDS POINT,NSW,2234,-33.9878,151.0264
ALFRED COVE,WA,6154,-32.0316,115.8181
ALFREDTON,VIC,3350,-37.5549,143.801
ALFREDTOWN,NSW,2650,-35.1545,147.5502
ALGESTER,QLD,4115,-27.6141,153.0328
ALI CURUNG,NT,0872,-21.0241,134.3212
ALICE,NSW,2469,-29.0546,152.588
ALICE CREEK,QLD,4610,-26.7631,151.6172
ALICE RIVER,QLD,4817,-19.3501,146.6191
ALICE SPRINGS,NT,0870,-23.6982,133.8801
ALICE SPRINGS,NT,0872,-23.6982,133.8801
ALISON,NSW,2259,-33.2659,151.3986
ALISON,NSW,2420,-32.4237,151.773
ALKIMOS,WA,6038,-31.6149,115.685
ALLAMBEE,VIC,3823,-38.2896,146.0244
ALLAMBEE RESERVE,VIC,3871,-38.3079,146.0491
ALLAMBEE SOUTH,VIC,3871,-38.3534,146.1015
ALLAMBIE,NSW,2100,-33.76482189,151.2509276
ALLAMBIE HEIGHTS,NSW,2100,-33.7696,151.2486
ALLAN,QLD,4370,-28.1973,151.9506
ALLANDALE,NSW,2320,-32.7246,151.4096
ALLANDALE,QLD,4310,-28.0062,152.7566
ALLANDALE STATION,SA,5723,-27.7084,135.591
ALLANOOKA,WA,6525,-29.0481,115.1002
ALLANS FLAT,VIC,3691,-36.2973,146.9442
ALLANSFORD,VIC,3277,-38.4039,142.5978
ALLANSON,WA,6225,-33.3271,116.0908
ALLAWAH,NSW,2218,-33.9728,151.1134
ALLEENA,NSW,2671,-34.0922,147.1273
ALLENBY GARDENS,SA,5009,-34.9028,138.5542
ALLENDALE,VIC,3364,-37.3631,143.9125
ALLENDALE EAST,SA,5291,-38.0066,140.6982
ALLENDALE NORTH,SA,5373,-34.2793,138.9098
ALLENS RIVULET,TAS,7150,-43.0164,147.2
ALLENSTOWN,QLD,4700,-23.393,150.5042
ALLENVIEW,QLD,4285,-27.9118,152.9161
ALLESTREE,VIC,3305,-38.2738,141.6486
ALLGOMERA,NSW,2441,-30.8187,152.8101
ALLIGATOR CREEK,QLD,4740,-21.3238,149.2181
ALLIGATOR CREEK,QLD,4816,-19.4159,146.9287
ALLINGHAM,QLD,4850,-18.69619156,146.3013649
ALLORA,QLD,4362,-28.0189,151.9867
ALLOWAY,QLD,4670,-24.9533,152.3629
ALLWORTH,NSW,2425,-32.5444,151.9455
ALLYNBROOK,NSW,2311,-32.3499,151.5417
ALMA,VIC,3465,-37.0233,143.676
ALMA,SA,5401,-34.2597,138.6481
ALMA,WA,6535,-28.2578,114.6423
ALMA PARK,NSW,2659,-35.5995,146.8023
ALMADEN,QLD,4871,-17.4107,144.649
ALMONDS,VIC,3727,-36.2271,146.0719
ALMURTA,VIC,3979,-38.4554,145.5802
ALONNAH,TAS,7150,-43.3184,147.2643
ALOOMBA,QLD,4871,-17.1131,145.8663
ALPANA,SA,5730,-31.157,138.5418
ALPHA,QLD,4724,-23.6936,146.7383
ALPHINGTON,VIC,3078,-37.7803,145.0322
ALPINE,NSW,2575,-34.4106,150.5324
ALPURRURULAM,NT,4825,-20.9839,137.8368
ALSACE,QLD,4702,-23.2879,149.2906
ALSTONVALE,NSW,2477,-28.7946,153.4438
ALSTONVILLE,NSW,2477,-28.8397,153.4528
ALTON DOWNS,QLD,4702,-23.3135,150.3727
ALTON DOWNS STATION,SA,5733,-26.3604,139.0137
ALTONA,VIC,3018,-37.8632,144.8153
ALTONA,SA,5351,-34.5978,138.9118
ALTONA EAST,VIC,3025,0,0
ALTONA GATE,VIC,3025,-37.82755354,144.847872
ALTONA MEADOWS,VIC,3028,-37.8806,144.781
ALTONA NORTH,VIC,3025,-37.8383,144.8318
ALUMY CREEK,NSW,2460,-29.6426,152.959
ALVA,QLD,4807,-19.468,147.4379
ALVIE,VIC,3249,-38.2363,143.4942
ALYANGULA,NT,0885,-13.8522,136.4207
AMAMOOR,QLD,4570,-26.3457,152.6805
AMAMOOR CREEK,QLD,4570,-26.3761,152.5233
AMAROO,NSW,2866,-33.1594,148.9274
AMAROO,ACT,2914,-35.1688,149.1274
AMAROO,QLD,4829,-23.1604,139.3952
AMATA,SA,0872,-26.129,131.1741
AMBANIA,WA,6632,-28.7102,115.1339
AMBARVALE,NSW,2560,-34.0889,150.7973
AMBER,QLD,4871,-17.6586,144.2447
AMBERGATE,WA,6280,-33.7092,115.3102
AMBERLEY,QLD,4306,-27.6303,152.698
AMBLESIDE,TAS,7310,-41.2022,146.3686
AMBROSE,QLD,4695,-23.8115,150.8845
AMBY,QLD,4462,-26.535,148.1724
AMELUP,WA,6338,-34.2342,118.2597
AMERICAN BEACH,SA,5222,-35.7678,137.8809
AMERICAN RIVER,SA,5221,-35.7816,137.7689
AMHERST,VIC,3371,-37.1389,143.6558
AMIENS,QLD,4380,-28.5985,151.8174
AMITY,QLD,4183,-27.4003,153.4507
AMITY POINT,QLD,4183,-27.39903474,153.4402651
AMOONGUNA,NT,0873,-23.7683,133.9302
AMOR,VIC,3825,-37.94,146.4044
AMOSFIELD,NSW,4380,-28.6609,152.0576
AMPHITHEATRE,VIC,3468,-37.2003,143.4055
AMPILATWATJA,NT,0872,-21.6649,135.2424
AMYTON,SA,5431,-32.6073,138.3495
ANABRANCH NORTH,NSW,2648,-33.2892,141.8234
ANABRANCH SOUTH,NSW,2648,-33.7648,141.7163
ANAKIE,VIC,3213,-37.9406,144.2894
ANAKIE SIDING,QLD,4702,-23.5715,147.8113
ANAMA,SA,5464,-33.6879,138.5669
ANAMBAH,NSW,2320,-32.6789,151.4918
ANANGU PITJANTJATJARA YANKUNYTJATJARA,SA,0872,-27.0579,131.32
ANATYE,NT,0872,-23.064,136.989
ANCONA,VIC,3715,-36.9737,145.8029
ANDAMOOKA,SA,5722,-30.4537,137.165
ANDAMOOKA STATION,SA,5722,-30.5664,137.1499
ANDERGROVE,QLD,4740,-21.096,149.1838
ANDERLEIGH,QLD,4570,-26.0172,152.6798
ANDERSON,VIC,3995,-38.5232,145.4484
ANDO,NSW,2631,-36.7259,149.2937
ANDOVER,TAS,7120,-42.3375,147.4923
ANDREWS,SA,5454,-33.6164,138.646
ANDREWS FARM,SA,5114,-34.6751,138.6591
ANDROMACHE,QLD,4800,-20.5944,148.4251
ANDURAMBA,QLD,4355,-27.071,152.1284
ANEMBO,NSW,2621,-35.7711,149.4467
ANGAS PLAINS,SA,5255,-35.3343,138.9691
ANGAS VALLEY,SA,5238,-34.7494,139.2886
ANGASTON,SA,5353,-34.5345,139.0611
ANGELO RIVER,WA,6642,-23.8752,118.5223
ANGEPENA,SA,5732,-30.6599,138.8677
ANGLE PARK,SA,5010,-34.8559,138.5604
ANGLE VALE,SA,5117,-34.6373,138.6463
ANGLEDALE,NSW,2550,-36.6335,149.8696
ANGLEDOOL,NSW,2834,-29.1394,147.9258
ANGLERS REACH,NSW,2629,-36.0106,148.677
ANGLERS REST,VIC,3898,-37.0188,147.4722
ANGLESEA,VIC,3230,-38.3793,144.1535
ANGORIGINA,SA,5730,-31.1208,138.8128
ANGOURIE,NSW,2464,-29.46,153.3554
ANGURUGU,NT,0822,-13.9802,136.4613
ANGUS,NSW,2765,-33.6802,150.8349
ANINDILYAKWA,NT,0822,-13.9514,136.5593
ANKETELL,WA,6167,-32.2194,115.8663
ANMATJERE,NT,0872,-22.1069,133.3177
ANNA BAY,NSW,2316,-32.7661,152.0749
ANNA CREEK,SA,5723,-28.7617,136.0449
ANNADALE,SA,5356,-34.4084,139.3641
ANNANDALE,NSW,2038,-33.8806,151.1697
ANNANDALE,QLD,4814,-19.3093,146.7837
ANNANGROVE,NSW,2156,-33.6554,150.9418
ANNERLEY,QLD,4103,-27.5126,153.0336
ANNIEBROOK,WA,6280,-33.6655,115.167
ANNUELLO,VIC,3549,-34.8526,142.801
ANSONS BAY,TAS,7264,-41.0811,148.1998
ANSTEAD,QLD,4070,-27.538,152.8666
ANTECHAMBER BAY,SA,5222,-35.7878,138.0655
ANTHONY,QLD,4310,-27.8807,152.6883
ANTIENE,NSW,2333,-32.33553503,150.9869152
ANTIGUA,QLD,4650,-25.6355,152.5913
ANTILL PONDS,TAS,7120,-42.2159,147.4038
ANTONYMYRE,WA,6714,-20.624,117.0776
ANTWERP,VIC,3414,-36.272,141.9752
ANULA,NT,0812,-12.3902,130.8905
APAMURRA,SA,5237,-34.861,139.2053
APOINGA,SA,5413,-33.9103,138.9349
APOLLO BAY,VIC,3233,-38.7313,143.646
APOLLO BAY,TAS,7150,-43.1645,147.2883
APPILA,SA,5480,-33.0407,138.4096
APPIN,NSW,2560,-34.2121,150.8066
APPIN,VIC,3579,-35.8784,143.8739
APPIN PARK,VIC,3677,0,0
APPIN SOUTH,VIC,3579,-35.9305,143.8645
APPLE TREE CREEK,QLD,4660,-25.2346,152.2206
APPLE TREE FLAT,NSW,2850,-32.6704,149.7077
APPLEBY,NSW,2340,-30.9651,150.8237
APPLECROSS,WA,6153,-32.0154,115.8368
APPLECROSS NORTH,WA,6153,0,0
APPLETHORPE,QLD,4378,-28.6161,151.9354
APPLETREE FLAT,NSW,2330,-32.5169,150.8495
APSLAWN,TAS,7190,-41.9688,148.1741
APSLEY,NSW,2820,-32.6121,148.9694
APSLEY,VIC,3319,-36.9789,141.0881
APSLEY,TAS,7030,-42.4078,147.1403
ARABLE,NSW,2630,-36.3781,148.9868
ARAKOON,NSW,2431,-30.921,153.0631
ARALUEN,NT,0870,-23.697,133.852
ARALUEN,NSW,2622,-35.6442,149.8193
ARALUEN,QLD,4570,-26.1576,152.6597
ARAMAC,QLD,4726,-22.431,145.4575
ARAMARA,QLD,4620,-25.6006,152.3571
ARANA HILLS,QLD,4054,-27.3927,152.9548
ARANBANGA,QLD,4625,-25.8127,151.6576
ARANDA,ACT,2614,-35.2577,149.0809
ARAPILES,VIC,3409,-36.7402,141.8493
ARARAT,VIC,3377,-37.2658,142.9833
ARARAT EAST,VIC,3377,0,0
ARATULA,NSW,2714,-35.7791,145.2852
ARATULA,QLD,4309,-27.984,152.5384
ARAWATA,VIC,3951,-38.3947,145.8828
ARBOUIN,QLD,4892,-17.0861,144.0132
ARBUCKLE,VIC,3858,-37.3651,146.8322
ARCADIA,NSW,2159,-33.6136,151.0681
ARCADIA,VIC,3631,-36.5556,145.3856
ARCADIA,QLD,4819,-19.1433,146.8595
ARCADIA BAY,QLD,4819,-19.14761957,146.8679874
ARCADIA SOUTH,VIC,3631,-36.5917,145.3816
ARCADIA VALE,NSW,2283,-33.0583,151.5725
ARCADIA VALLEY,QLD,4454,-25.0499,148.7971
ARCHDALE,VIC,3475,-36.8363,143.5114
ARCHDALE JUNCTION,VIC,3475,-36.886,143.511
ARCHER,NT,0830,-12.5219,130.958
ARCHER RIVER,QLD,4892,-13.3507,142.5953
ARCHERFIELD,QLD,4108,-27.5673,153.0103
ARCHERFIELD BC,QLD,4108,0,0
ARCHERTON,VIC,3723,-36.8697,146.1939
ARCHIES CREEK,VIC,3995,-38.5488,145.5649
ARCKARINGA,SA,5723,-27.8378,134.8812
ARCOONA,SA,5720,-31.1298,137.1033
ARCTURUS,QLD,4702,-23.9755,148.3271
ARDATH,WA,6419,-32.0469,118.1131
ARDEER,VIC,3022,-37.775,144.8033
ARDGLEN,NSW,2338,-31.7291,150.7835
ARDING,NSW,2358,-30.5765,151.521
ARDLETHAN,NSW,2665,-34.3384,146.8424
ARDMONA,VIC,3629,-36.3842,145.2983
ARDROSS,WA,6153,-32.0254,115.8361
ARDROSSAN,SA,5571,-34.4404,137.9048
AREEGRA,VIC,3480,-36.2365,142.6799
AREYONGA,NT,0872,-24.0855,132.2716
ARGALONG,NSW,2720,-35.2969,148.4319
ARGENT HILL,NSW,2449,-30.61833327,152.8262537
ARGENTON,NSW,2284,-32.9352,151.6323
ARGENTS HILL,NSW,2449,-30.6088,152.7295
ARGOON,NSW,2707,-34.8848,145.6755
ARGYLE,VIC,3523,-36.9669,144.715
ARGYLE,WA,6239,-33.5423,115.7691
ARGYLE,NSW,2350,0,0
ARGYLL,QLD,4721,-23.2637,147.5243
ARIAH PARK,NSW,2665,-34.3103,147.2018
ARKAROOLA,SA,5732,-30.1899,139.3769
ARKAROOLA VILLAGE,SA,5701,-30.3195,139.3293
ARKELL,NSW,2795,-33.7357,149.3878
ARKSTONE,NSW,2795,-34.0141,149.6622
ARMADALE,VIC,3143,-37.8576,145.0194
ARMADALE,WA,6112,-32.1504,116.0052
ARMADALE NORTH,VIC,3143,-37.85535087,145.0211274
ARMAGH,SA,5453,-33.8264,138.5752
ARMATREE,NSW,2828,-31.4224,148.5095
ARMIDALE,NSW,2350,-30.5005,151.6719
ARMIDALE DC,NSW,2350,0,0
ARMIDALE EAST,NSW,2350,0,0
ARMSTRONG,VIC,3377,-37.2134,142.8823
ARMSTRONG BEACH,QLD,4737,-21.4446,149.2681
ARMSTRONG CREEK,VIC,3217,-38.2348,144.3632
ARMSTRONG CREEK,QLD,4520,-27.2281,152.7952
ARNCLIFFE,NSW,2205,-33.9386,151.1478
ARNDELL PARK,NSW,2148,-33.7903,150.882
ARNO BAY,SA,5603,-33.8942,136.5552
ARNOLD,NT,0852,-16.1407,134.3834
ARNOLD,VIC,3551,-36.6721,143.8583
ARNOLD WEST,VIC,3551,-36.6771,143.7875
AROONA,QLD,4551,-26.7824,153.1159
ARRAWARRA,NSW,2456,-30.0511,153.1912
ARRAWARRA HEADLAND,NSW,2456,-30.0671,153.1946
ARRIGA,QLD,4880,-17.0488,145.2932
ARRINO,WA,6519,-29.4575,115.5481
ARROWSMITH,WA,6525,-29.5519,115.1056
ARROWSMITH EAST,WA,6519,-29.5428,115.3662
ARTARMON,NSW,2064,-33.8119,151.1847
ARTHUR RIVER,WA,6315,-33.3516,117.0031
ARTHUR RIVER,TAS,7330,-41.056,144.678
ARTHURS CREEK,VIC,3099,-37.567,145.2048
ARTHURS LAKE,TAS,7030,-41.9856,146.9275
ARTHURS SEAT,VIC,3936,-38.3617,144.9597
ARTHURTON,SA,5572,-34.2315,137.7819
ARTHURVILLE,NSW,2820,-32.5511,148.7381
ARUMBERA,NT,0873,-23.78,133.8088
ARUMPO,NSW,2715,-33.4946,143.0227
ARUNDEL,QLD,4214,-27.9402,153.3643
ARUNDEL DC,QLD,4214,-27.93463008,153.3801415
ASCOT,VIC,3364,-37.3978,143.8116
ASCOT,VIC,3551,-36.7079,144.334
ASCOT,QLD,4007,-27.4296,153.0638
ASCOT,QLD,4359,-27.8271,151.9986
ASCOT,WA,6104,-31.9344,115.9256
ASCOT PARK,SA,5043,-34.988,138.561
ASCOT VALE,VIC,3032,-37.7798,144.9227
ASHBOURNE,VIC,3442,-37.4017,144.4588
ASHBOURNE,SA,5157,-35.2985,138.7647
ASHBURTON,VIC,3147,-37.867,145.0781
ASHBURY,NSW,2193,-33.9011,151.1179
ASHBY,NSW,2463,-29.4427,153.1846
ASHBY,WA,6065,-31.7341,115.7969
ASHBY HEIGHTS,NSW,2463,-29.4005,153.1793
ASHBY ISLAND,NSW,2463,-29.4258,153.204
ASHCROFT,NSW,2168,-33.9169,150.901
ASHENDON,WA,6111,-32.2097,116.2099
ASHFIELD,NSW,2131,-33.8893,151.1274
ASHFIELD,QLD,4670,-24.8723,152.3977
ASHFIELD,WA,6054,-31.9176,115.9379
ASHFORD,NSW,2361,-29.2912,151.1787
ASHFORD,SA,5035,-34.9495,138.5741
ASHGROVE,QLD,4060,-27.4429,152.9827
ASHGROVE EAST,QLD,4060,0,0
ASHLEY,NSW,2400,-29.2463,149.7876
ASHMONT,NSW,2650,-35.1245,147.332
ASHMORE,QLD,4214,-27.988,153.3724
ASHMORE CITY,QLD,4214,-27.98581807,153.3844922
ASHTON,SA,5137,-34.9412,138.7324
ASHTONFIELD,NSW,2323,-32.7781,151.5997
ASHVILLE,SA,5259,-35.5686,139.4328
ASHWELL,QLD,4340,-27.625,152.5528
ASHWOOD,VIC,3147,-37.8654,145.1025
ASPENDALE,VIC,3195,-38.0219,145.1013
ASPENDALE GARDENS,VIC,3195,-38.0228,145.1234
ASPLEY,QLD,4034,-27.3656,153.0169
ASQUITH,NSW,2077,-33.6883,151.1166
ATHELSTONE,SA,5076,-34.872,138.7071
ATHERTON,QLD,4883,-17.2701,145.4819
ATHLONE,VIC,3818,-38.2434,145.7867
ATHOL,QLD,4350,-27.6125,151.7692
ATHOL PARK,SA,5012,-34.8562,138.5426
ATHOLWOOD,NSW,2361,-29.0504,151.0476
ATITJERE,NT,0872,-22.982,134.9325
ATKINSONS DAM,QLD,4311,-27.4139,152.4274
ATTADALE,WA,6156,-32.024,115.8039
ATTUNGA,NSW,2345,-30.8994,150.7838
ATTWOOD,VIC,3049,-37.6671,144.8824
ATWELL,WA,6164,-32.1421,115.8659
AUBIGNY,QLD,4401,-27.5095,151.6659
AUBIN GROVE,WA,6164,-32.1656,115.863
AUBINVILLE,QLD,4650,-25.52498243,152.7164909
AUBREY,VIC,3393,-36.2287,142.2191
AUBURN,NSW,2144,-33.851,151.0282
AUBURN,QLD,4413,-25.9874,150.489
AUBURN,SA,5451,-34.0348,138.6779
AUBURN,VIC,3123,0,0
AUBURN SOUTH,VIC,3122,0,0
AUBURN VALE,NSW,2360,-29.8375,151.0256
AUCHENFLOWER,QLD,4066,-27.4746,152.9949
AUCHMORE,VIC,3570,-36.4594,144.1054
AUDLEY,NSW,2232,-34.062,151.0601
AUGATHELLA,QLD,4477,-25.8064,146.5876
AUGUSTA,WA,6290,-34.3039,115.1447
AUGUSTINE HEIGHTS,QLD,4300,-27.658,152.8829
AULDANA,SA,5072,-34.9178,138.6872
AURUKUN,QLD,4892,-13.8467,141.8178
AUSTINMER,NSW,2515,-34.3019,150.9278
AUSTINS FERRY,TAS,7011,-42.7748,147.2481
AUSTINVILLE,QLD,4213,-28.1615,153.3113
AUSTRAL,NSW,2179,-33.9238,150.8088
AUSTRAL EDEN,NSW,2440,-31.022,152.9238
AUSTRALIA FAIR,QLD,4215,0,0
AUSTRALIA PLAINS,SA,5374,-34.0817,139.1639
AUSTRALIAN DEFENCE FORCES,NSW,2890,0,0
AUSTRALIND,WA,6233,-33.2828,115.7265
AVALON,VIC,3212,-38.0488,144.447
AVALON BEACH,NSW,2107,-33.6287,151.3281
AVELEY,WA,6069,-31.782,115.9909
AVENEL,VIC,3664,-36.9303,145.3139
AVENELL HEIGHTS,QLD,4670,-24.8897,152.3655
AVENUE RANGE,SA,5273,-36.9328,140.1867
AVISFORD,NSW,2850,-32.7521,149.4794
AVOCA,NSW,2577,-34.5964,150.4703
AVOCA,VIC,3467,-37.0696,143.4799
AVOCA,QLD,4670,-24.8812,152.3066
AVOCA,TAS,7213,-41.7935,147.7114
AVOCA BEACH,NSW,2251,-33.4705,151.4272
AVOCA DELL,SA,5253,-35.0912,139.3122
AVOCA VALE,QLD,4314,-26.6825,152.2862
AVON,NSW,2574,-34.4399,150.6777
AVON,SA,5501,-34.2791,138.339
AVON PLAINS,VIC,3477,-36.5482,142.9229
AVON VALLEY NATIONAL PARK,WA,6084,-31.641,116.1935
AVONDALE,NSW,2530,-34.5221,150.7455
AVONDALE,QLD,4670,-24.7728,152.1479
AVONDALE HEIGHTS,VIC,3034,-37.7618,144.8649
AVONMORE,VIC,3559,-36.5349,144.5414
AVONSIDE,NSW,2628,-36.4105,148.7199
AVONSLEIGH,VIC,3782,-37.9133,145.4887
AWABA,NSW,2283,-33.0186,151.5414
AWABAKAL NATURE RESERVE,NSW,2290,-32.9954403,151.7193249
AXE CREEK,VIC,3551,-36.8502,144.3934
AXEDALE,VIC,3551,-36.7704,144.5314
AYERS RANGE SOUTH,SA,0872,-26.1909,133.2835
AYLMERTON,NSW,2575,-34.4251,150.4988
AYR,QLD,4807,-19.5626,147.404
AYRFORD,VIC,3268,-38.4367,142.8533
AYTON,QLD,4895,-15.92060158,145.3459726
BAAN BAA,NSW,2390,-30.5701,149.935
BAANDEE,WA,6412,-31.5296,117.9745
BAARMUTHA,VIC,3747,0,0
BABAKIN,WA,6428,-32.15,118.0276
BABBAGE ISLAND,WA,6701,-24.8844,113.6354
BABINDA,NSW,2825,-31.9452,146.5218
BABINDA,QLD,4861,-17.334,145.9363
BABYL CREEK,NSW,2470,-28.7238,152.7863
BACALA,TAS,7268,0,0
BACCHUS MARSH,VIC,3340,-37.6783,144.4409
BACK CREEK,NSW,2372,-28.9341,151.7053
BACK CREEK,NSW,2390,-30.1233,150.2712
BACK CREEK,NSW,2422,-31.9622,152.0479
BACK CREEK,NSW,2484,-28.4104,153.1683
BACK CREEK,NSW,2622,-35.341,149.9441
BACK CREEK,NSW,2671,-33.8586,147.4564
BACK CREEK,NSW,2729,0,0
BACK FOREST,NSW,2535,-34.8436,150.6819
BACK PLAINS,QLD,4361,-27.8872,151.7813
BACK VALLEY,SA,5211,-35.5415,138.5078
BACKMEDE,NSW,2470,-28.7612,153.0239
BACKWATER,NSW,2365,-30.0524,151.9087
BACKY POINT,SA,5601,-32.9112,137.7879
BADAGARANG,NSW,2540,-34.8282,150.5789
BADDAGINNIE,VIC,3670,-36.6034,145.8595
BADDOW,QLD,4650,-25.51819472,152.6755543
